iter	Logloss
358	0.1392977909
359	0.1392529957
360	0.1391884691
361	0.139161636
362	0.139136803
363	0.1390994836
364	0.1390238849
365	0.1390126625
366	0.1389738347
367	0.1389298653
368	0.1388827075
369	0.1388410003
370	0.1387916808
371	0.1387674433
372	0.1387076323
373	0.1386873522
374	0.1386560365
375	0.1386328917
376	0.1385599537
377	0.1385305509
378	0.1384896483
379	0.1384442061
380	0.1384069107
381	0.1383704356
382	0.1383531361
383	0.1383217318
384	0.1382761861
385	0.1382430389
386	0.1382038605
387	0.1381765353
388	0.138125815
389	0.1381091087
390	0.1380650777
391	0.1380327645
392	0.1379911045
393	0.1379623103
394	0.1379344042
395	0.1378972185
396	0.1378419153
397	0.1378093429
398	0.1377699192
399	0.1377390872
400	0.1376749107
401	0.1376265722
402	0.1375888294
403	0.1375698834
404	0.1375397588
405	0.1375079941
406	0.137490789
407	0.1374633231
408	0.13742993
409	0.1374094112
410	0.1373661567
411	0.1373305536
412	0.1373081611
413	0.1372704968
414	0.1372416209
415	0.137207468
416	0.1371584419
417	0.1371070627
418	0.1370806371
419	0.1370401189
420	0.1369933932
421	0.1369609858
422	0.1369145797
423	0.1368982061
424	0.1368714024
425	0.1368299992
426	0.1367871486
427	0.136751021
428	0.1367162937
429	0.1366862014
430	0.1366576481
431	0.1366309182
432	0.1365691042
433	0.1365511023
434	0.1364936824
435	0.1364649298
436	0.1364399649
437	0.1364215935
438	0.1363981836
439	0.1363608516
440	0.1363126655
441	0.1362857299
442	0.1362617191
443	0.1362308982
444	0.1362107842
445	0.136188743
446	0.1361268715
447	0.1361101635
448	0.1360798399
449	0.1360593909
450	0.1360318804
451	0.1360022712
452	0.1359447792
453	0.1359289322
454	0.1359076786
455	0.1358752246
456	0.1358598585
457	0.1358171081
458	0.1357912311
459	0.1357637547
460	0.1357295159
461	0.135707979
462	0.1356422751
463	0.1356226242
464	0.1355815457
465	0.1355363147
466	0.1355083272
467	0.1354582668
468	0.1354327316
469	0.135398148
470	0.1353766362
471	0.135341217
472	0.1353113043
473	0.1352882683
474	0.1352459452
475	0.1352010147
476	0.1351789391
477	0.1351558754
478	0.1351213648
479	0.135091065
480	0.1350604427
481	0.1350429101
482	0.1350141496
483	0.1349619169
484	0.1349311025
485	0.1349064094
486	0.1348638411
487	0.1348318213
488	0.1348100849
489	0.1347930905
490	0.1347655691
491	0.1347453895
492	0.1347250682
493	0.1346908587
494	0.1346671097
495	0.1346284534
496	0.1345826399
497	0.1345542223
498	0.1345201082
499	0.1344975793
500	0.1344653831
501	0.134426072
502	0.1343945642
503	0.1343685664
504	0.134345573
505	0.1343130288
506	0.1342814584
507	0.1342591849
508	0.1342093246
509	0.1341818613
510	0.1341590867
511	0.1341345662
512	0.1341031319
513	0.1340756147
514	0.1340349875
515	0.1340041176
516	0.1339883934
517	0.1339446025
518	0.1339189276
519	0.1339002615
520	0.1338763253
521	0.1338433283
522	0.1338242403
523	0.1337939812
524	0.1337746495
525	0.1337427557
526	0.1337098835
527	0.1336855282
528	0.1336513632
529	0.1336243835
530	0.1336058933
531	0.1335670175
532	0.1335479478
533	0.1335279682
534	0.133491468
535	0.1334683648
536	0.1334451833
537	0.1334220108
538	0.1334016073
539	0.1333813277
540	0.1333497157
541	0.1333231087
542	0.1332932979
543	0.1332494932
544	0.1332227787
545	0.133206198
546	0.1331718863
547	0.133147426
548	0.1330963862
549	0.1330642765
550	0.1330407918
551	0.1330180887
552	0.1329987921
553	0.1329813556
554	0.1329657738
555	0.1329421868
556	0.1329294171
557	0.132912282
558	0.1328847195
559	0.1328595304
560	0.1328310682
561	0.1328121716
562	0.1327886981
563	0.1327689624
564	0.1327406648
565	0.1326990035
566	0.1326616013
567	0.1326333364
568	0.1326093851
569	0.132589775
570	0.1325661368
571	0.1325435022
572	0.1325126102
573	0.1324979745
574	0.1324763113
575	0.1324558174
576	0.1324265462
577	0.1324061209
578	0.1323664992
579	0.1323364404
580	0.1323065408
581	0.1322943489
582	0.1322734584
583	0.1322549683
584	0.1322367043
585	0.1322173394
586	0.1321927094
587	0.1321697739
588	0.1321541636
589	0.1321277998
590	0.1321112549
591	0.1320896774
592	0.1320783212
593	0.132059683
594	0.1320339432
595	0.132014934
596	0.1319802556
597	0.1319684293
598	0.1319468635
599	0.1319271714
600	0.1319079939
601	0.1318825541
602	0.1318659784
603	0.131848573
604	0.1318241408
605	0.1318117708
606	0.1317894634
607	0.1317764947
608	0.1317629547
609	0.1317301956
610	0.1317128788
611	0.1317001059
612	0.1316760177
613	0.1316495088
614	0.1316299547
615	0.1315983926
616	0.1315700001
617	0.1315439019
618	0.1315299603
619	0.1315041992
620	0.1314809562
621	0.1314604787
622	0.1314457522
623	0.1314316017
624	0.1314146834
625	0.1314013955
626	0.1313696297
627	0.1313384235
628	0.1313284358
629	0.1313000139
630	0.1312693937
631	0.1312361081
632	0.1312140069
633	0.131193167
634	0.1311766721
635	0.1311560643
636	0.1311358662
637	0.1311168742
638	0.1310985192
639	0.1310922993
640	0.1310654445
641	0.1310421902
642	0.131026632
643	0.1309975009
644	0.1309791163
645	0.1309563064
646	0.1309429048
647	0.1309234564
648	0.1308981847
649	0.1308809051
650	0.1308641333
651	0.1308406173
652	0.1308195756
653	0.1307924661
654	0.1307735082
655	0.1307556379
656	0.1307350226
657	0.1307107854
658	0.1306946053
659	0.1306719631
660	0.13064403
661	0.1306106004
662	0.1305823418
663	0.1305603778
664	0.1305253475
665	0.1304873764
666	0.1304706463
667	0.1304585929
668	0.1304422522
669	0.1304241998
670	0.130408021
671	0.1303929499
672	0.1303784061
673	0.1303529584
674	0.1303331883
675	0.1303201338
676	0.1302993985
677	0.1302759824
678	0.1302651262
679	0.1302498006
680	0.1302210501
681	0.1302006946
682	0.1301871594
683	0.1301697476
684	0.1301529759
685	0.1301374214
686	0.1301035058
687	0.1300722681
688	0.130054318
689	0.1300411763
690	0.129996527
691	0.1299804333
692	0.1299381023
693	0.1299144623
694	0.1298988672
695	0.1298892126
696	0.1298727181
697	0.1298573446
698	0.1298453394
699	0.1298248542
700	0.1298105258
701	0.1297913429
702	0.1297801409
703	0.1297592314
704	0.1297309477
705	0.1297150449
706	0.1296847683
707	0.1296668088
708	0.129656142
709	0.1296367592
710	0.1296194113
711	0.1296043843
712	0.1295825066
713	0.1295709264
714	0.1295422387
715	0.1295238485
716	0.129503949
717	0.1294893394
718	0.1294749281
719	0.1294587074
720	0.1294436969
721	0.129408971
722	0.1293937389
723	0.1293581081
724	0.1293234378
725	0.1293100585
726	0.1292989685
727	0.1292854724
728	0.1292698528
729	0.129245929
730	0.1292295168
731	0.1292158131
732	0.1291989195
733	0.129186341
734	0.1291599812
735	0.1291379051
736	0.1291256351
737	0.1291026084
738	0.1290826757
739	0.129059189
740	0.1290363985
741	0.1290066215
742	0.1289864314
743	0.1289712747
744	0.1289577595
745	0.1289394094
746	0.1289046133
747	0.1288880235
748	0.1288755106
749	0.1288491101
750	0.1288370539
751	0.1288164087
752	0.1287769487
753	0.128765085
754	0.128748864
755	0.128735945
756	0.1287118815
757	0.1287028586
758	0.1286731454
759	0.1286549978
760	0.1286427201
761	0.1286104937
762	0.1285884555
763	0.1285742598
764	0.1285627708
765	0.1285474622
766	0.128541212
767	0.1285263985
768	0.128508173
769	0.1284780974
770	0.1284691463
771	0.1284540801
772	0.1284319766
773	0.1284214811
774	0.1284069975
775	0.1283781956
776	0.1283577584
777	0.1283420689
778	0.1283259446
779	0.1283171776
780	0.1283023503
781	0.1282831932
782	0.1282685945
783	0.1282450684
784	0.1282340667
785	0.1282107595
786	0.1281898987
787	0.1281782048
788	0.128157315
789	0.1281289843
790	0.1281122016
791	0.1280965359
792	0.1280824741
793	0.1280757676
794	0.128062791
795	0.1280399157
796	0.1280228094
797	0.1280136004
798	0.127998813
799	0.1279871391
800	0.127962453
801	0.1279430887
802	0.1279330309
803	0.127908328
804	0.1278934258
805	0.1278758769
806	0.1278647064
807	0.1278462987
808	0.1278323059
809	0.1278052129
810	0.1277911062
811	0.1277826206
812	0.1277685692
813	0.1277480423
814	0.1277293363
815	0.1277057282
816	0.1276921305
817	0.1276815807
818	0.1276551487
819	0.1276377105
820	0.1276142717
821	0.1276032068
822	0.1275922493
823	0.1275713987
824	0.1275586792
825	0.1275491009
826	0.1275306195
827	0.1274964743
828	0.1274761574
829	0.1274572763
830	0.1274498867
831	0.1274350153
832	0.1274273597
833	0.1274104914
834	0.1273878691
835	0.127367466
836	0.127357662
837	0.1273461629
838	0.1273323622
839	0.1273194166
840	0.1273009212
841	0.1272924278
842	0.1272754958
843	0.127254557
844	0.127248696
845	0.1272306595
846	0.1272091645
847	0.1271982862
848	0.1271738449
849	0.1271557938
850	0.1271443225
851	0.1271339471
852	0.1271235874
853	0.1271144167
854	0.1270962029
855	0.1270888535
856	0.1270754799
857	0.1270434366
858	0.1270322759
859	0.127015901
860	0.1269911536
861	0.126978631
862	0.126955292
863	0.1269361137
864	0.1269229157
865	0.1268915167
866	0.1268793963
867	0.1268577515
868	0.1268450346
869	0.1268391314
870	0.1268283232
871	0.1268067899
872	0.1267905052
873	0.1267725224
874	0.1267538265
875	0.1267447136
876	0.1267174639
877	0.1267059749
878	0.1266851324
879	0.1266624199
880	0.1266482197
881	0.1266342477
882	0.1266185048
883	0.1265996812
884	0.1265871075
885	0.1265741092
886	0.1265561307
887	0.1265417823
888	0.1265344531
889	0.1265252623
890	0.1265150456
891	0.1264946221
892	0.1264815535
893	0.1264649524
894	0.126445836
895	0.126424576
896	0.1264040309
897	0.1263925141
898	0.1263749236
899	0.1263525224
900	0.1263346702
901	0.1263246544
902	0.1263176075
903	0.126303823
904	0.1262949686
905	0.1262755158
906	0.1262584084
907	0.1262404778
908	0.1262192956
909	0.1262096582
910	0.1261875292
911	0.1261718034
912	0.1261604781
913	0.1261518989
914	0.1261397144
915	0.1261294715
916	0.126112572
917	0.1261002287
918	0.1260830946
919	0.1260726174
920	0.1260569492
921	0.1260419831
922	0.1260306329
923	0.1260111882
924	0.1259909355
925	0.1259815487
926	0.1259569695
927	0.1259409917
928	0.1259228282
929	0.1259033941
930	0.1258822721
931	0.1258673666
932	0.1258528384
933	0.1258414878
934	0.1258236286
935	0.1258115509
936	0.1257981534
937	0.125780326
938	0.1257642405
939	0.1257449653
940	0.1257320611
941	0.1257115996
942	0.1256968309
943	0.1256631668
944	0.1256475152
945	0.1256311486
946	0.1256180774
947	0.1255994353
948	0.125582585
949	0.1255586325
950	0.1255288909
951	0.1255131949
952	0.1255039591
953	0.1254932597
954	0.1254856662
955	0.1254747256
956	0.1254680162
957	0.1254524413
958	0.1254486679
959	0.1254266767
960	0.1254156598
961	0.1254071541
962	0.1253952921
963	0.1253853372
964	0.1253529808
965	0.1253396184
966	0.125310961
967	0.1252966781
968	0.1252869081
969	0.1252713254
970	0.1252555367
971	0.1252355216
972	0.1252243006
973	0.1252082546
974	0.125193565
975	0.1251824362
976	0.1251736998
977	0.1251594905
978	0.1251377468
979	0.125117171
980	0.1251018047
981	0.1250864852
982	0.1250648499
983	0.1250440247
984	0.1250305712
985	0.1250230074
986	0.1249945169
987	0.1249731605
988	0.124960383
989	0.1249394902
990	0.1249285458
991	0.1249154847
992	0.124895865
993	0.1248771787
994	0.1248612647
995	0.1248469274
996	0.1248317757
997	0.1248207122
998	0.1248175039
999	0.1248057135
1000	0.1247913701
1001	0.1247685717
1002	0.1247488731
1003	0.124733952
1004	0.1247185354
1005	0.124709852
1006	0.1246847355
1007	0.1246691668
1008	0.124651447
1009	0.1246363855
1010	0.1246223536
1011	0.1246110802
1012	0.1245849703
1013	0.1245656553
1014	0.1245545903
1015	0.1245302961
1016	0.1245135724
1017	0.1244974883
1018	0.124489996
1019	0.1244756791
1020	0.1244624174
1021	0.1244468842
1022	0.1244374086
1023	0.1244363283
1024	0.1244206548
1025	0.1244124384
1026	0.1244035542
1027	0.1243891794
1028	0.1243772847
1029	0.1243739284
1030	0.1243591942
1031	0.1243355569
1032	0.1243232594
1033	0.1243119702
1034	0.1242977716
1035	0.1242761318
1036	0.1242580593
1037	0.124247321
1038	0.1242289073
1039	0.1242173408
1040	0.1242065493
1041	0.1241956401
1042	0.1241729551
1043	0.1241599817
1044	0.1241498795
1045	0.1241342477
1046	0.1241214671
1047	0.124111796
1048	0.124088262
1049	0.1240797079
1050	0.1240639995
1051	0.1240539851
1052	0.1240401757
1053	0.1240240317
1054	0.1240131098
1055	0.1240018017
1056	0.1239803668
1057	0.12396334
1058	0.1239571427
1059	0.1239488828
1060	0.1239347216
1061	0.1239243649
1062	0.1239214927
1063	0.1239110924
1064	0.1238989476
1065	0.1238835487
1066	0.1238680429
1067	0.1238666808
1068	0.123846029
1069	0.123835176
1070	0.1238269158
1071	0.1238107118
1072	0.123798598
1073	0.1237912333
1074	0.1237708029
1075	0.1237599213
1076	0.1237501903
1077	0.1237311458
1078	0.1237072349
1079	0.1236934194
1080	0.1236818353
1081	0.1236667163
1082	0.1236529377
1083	0.123641262
1084	0.123609643
1085	0.1235946518
1086	0.1235745099
1087	0.1235723617
1088	0.1235620548
1089	0.1235484475
1090	0.1235289467
1091	0.1235180171
1092	0.1234989471
1093	0.1234877749
1094	0.1234757587
1095	0.1234599726
1096	0.1234476467
1097	0.1234223543
1098	0.1234029113
1099	0.1233879481
1100	0.1233821229
1101	0.1233733368
1102	0.1233575873
1103	0.1233510663
1104	0.1233321122
1105	0.1233132977
1106	0.1232840944
1107	0.1232632645
1108	0.1232490191
1109	0.1232431114
1110	0.123233315
1111	0.1232221209
1112	0.1232010491
1113	0.1231886901
1114	0.123176708
1115	0.1231655355
1116	0.123155668
1117	0.1231422315
1118	0.1231253386
1119	0.1230979643
1120	0.1230842185
1121	0.1230703061
1122	0.1230560967
1123	0.1230431773
1124	0.1230322617
1125	0.1230154245
1126	0.1230053026
1127	0.1229950128
1128	0.1229748141
1129	0.1229665966
1130	0.1229547672
1131	0.122932967
1132	0.1229148347
1133	0.1228919053
1134	0.1228835703
1135	0.1228748853
1136	0.1228682549
1137	0.1228530782
1138	0.1228441318
1139	0.1228389665
1140	0.1228205569
1141	0.1227998652
1142	0.1227903119
1143	0.1227786258
1144	0.1227764807
1145	0.1227697729
1146	0.1227518761
1147	0.1227421139
1148	0.1227339408
1149	0.1227146869
1150	0.1227051084
1151	0.1226910685
1152	0.1226819009
1153	0.1226703778
1154	0.1226517085
1155	0.1226451845
1156	0.1226304816
1157	0.1226220132
1158	0.1226122577
1159	0.1225957815
1160	0.1225799982
1161	0.1225739956
1162	0.1225723907
1163	0.1225618407
1164	0.1225479378
1165	0.1225429346
1166	0.1225285239
1167	0.1225181813
1168	0.1225070306
1169	0.122493798
1170	0.1224836936
1171	0.1224768564
1172	0.122466481
1173	0.1224571285
1174	0.1224458283
1175	0.1224398756
1176	0.1224305633
1177	0.1224180037
1178	0.1224086339
1179	0.1223966281
1180	0.1223813116
1181	0.1223719322
1182	0.1223632023
1183	0.122351964
1184	0.1223336352
1185	0.1223203878
1186	0.1223030819
1187	0.1222967301
1188	0.1222914917
1189	0.1222851171
1190	0.1222785772
1191	0.1222612942
1192	0.1222508174
1193	0.122239637
1194	0.1222210636
1195	0.1222084604
1196	0.1221882679
1197	0.1221788965
1198	0.1221680914
1199	0.1221647739
1200	0.1221493486
1201	0.1221376183
1202	0.1221273922
1203	0.1221164765
1204	0.1221064717
1205	0.1220891288
1206	0.1220715737
1207	0.1220599715
1208	0.1220513814
1209	0.1220396144
1210	0.1220255071
1211	0.1220035685
1212	0.1219909716
1213	0.1219802304
1214	0.1219674218
1215	0.1219512805
1216	0.1219359412
1217	0.1219219496
1218	0.12191267
1219	0.1218955741
1220	0.1218851083
1221	0.1218711059
1222	0.1218590288
1223	0.1218411768
1224	0.1218281237
1225	0.1218127353
1226	0.1218023585
1227	0.1217933246
1228	0.1217865862
1229	0.1217777706
1230	0.1217642094
1231	0.121753714
1232	0.1217397492
1233	0.1217296737
1234	0.1217062921
1235	0.1216848717
1236	0.1216781951
1237	0.1216732056
1238	0.1216571453
1239	0.1216500544
1240	0.1216399827
1241	0.1216182273
1242	0.12160818
1243	0.1215953636
1244	0.1215814828
1245	0.1215653819
1246	0.1215544086
1247	0.12154143
1248	0.1215258418
1249	0.121512646
1250	0.1215016785
1251	0.1214880107
1252	0.1214789927
1253	0.1214605204
1254	0.121451272
1255	0.1214393492
1256	0.1214305319
1257	0.1214252702
1258	0.1214145665
1259	0.1214000266
1260	0.1213852584
1261	0.1213691378
1262	0.1213571542
1263	0.1213412882
1264	0.1213263996
1265	0.1213124874
1266	0.1212947125
1267	0.1212832163
1268	0.1212765583
1269	0.1212700512
1270	0.121255828
1271	0.1212385093
1272	0.121221039
1273	0.1212033317
1274	0.1211916487
1275	0.1211816062
1276	0.121167674
1277	0.1211549664
1278	0.1211421407
1279	0.1211331613
1280	0.1211185639
1281	0.1211097967
1282	0.1210931405
1283	0.1210773755
1284	0.1210713217
1285	0.1210593694
1286	0.1210506895
1287	0.1210409196
1288	0.121029713
1289	0.1210147594
1290	0.1210010232
1291	0.1209938916
1292	0.1209847211
1293	0.1209795218
1294	0.1209783543
1295	0.1209661235
1296	0.1209512106
1297	0.1209413692
1298	0.1209298481
1299	0.1209162495
1300	0.1209087011
1301	0.1208869859
1302	0.1208659283
1303	0.1208558192
1304	0.1208411611
1305	0.1208225945
1306	0.1208101594
1307	0.1208046985
1308	0.1207940834
1309	0.1207859417
1310	0.1207675114
1311	0.1207512012
1312	0.120745434
1313	0.1207290664
1314	0.1207185584
1315	0.1207019518
1316	0.1206917056
1317	0.1206815481
1318	0.1206731713
1319	0.1206631323
1320	0.1206545252
1321	0.1206444952
1322	0.1206375648
1323	0.1206175733
1324	0.1206058321
1325	0.120585475
1326	0.1205799005
1327	0.1205654718
1328	0.1205572664
1329	0.1205459911
1330	0.1205368936
1331	0.1205236803
1332	0.1205084109
1333	0.1204961719
1334	0.1204906487
1335	0.1204813349
1336	0.1204696812
1337	0.1204571016
1338	0.1204449203
1339	0.1204349713
1340	0.1204250381
1341	0.1204160917
1342	0.1204059159
1343	0.1203939245
1344	0.1203855913
1345	0.1203705879
1346	0.1203581124
1347	0.1203479687
1348	0.1203315594
1349	0.1203195196
1350	0.1203082698
1351	0.1203016523
1352	0.1202930764
1353	0.1202846983
1354	0.1202646949
1355	0.120256491
1356	0.1202529538
1357	0.1202395849
1358	0.1202269013
1359	0.1202130291
1360	0.1202020578
1361	0.1201910549
1362	0.1201682962
1363	0.1201669651
1364	0.1201522591
1365	0.1201408437
1366	0.12013019
1367	0.1201243741
1368	0.1201173146
1369	0.1201041242
1370	0.120091262
1371	0.120079235
1372	0.1200662309
1373	0.1200447967
1374	0.1200367796
1375	0.1200267482
1376	0.1200158374
1377	0.1200089725
1378	0.1199998393
1379	0.1199937245
1380	0.1199857016
1381	0.1199718997
1382	0.1199619335
1383	0.1199449234
1384	0.1199366199
1385	0.1199273746
1386	0.1199035757
1387	0.1198956133
1388	0.1198911565
1389	0.119875871
1390	0.1198650443
1391	0.1198511524
1392	0.1198441675
1393	0.1198309527
1394	0.1198129462
1395	0.119797583
1396	0.1197866239
1397	0.1197744194
1398	0.1197644657
1399	0.1197557763
1400	0.1197412224
1401	0.1197279624
1402	0.1197087624
1403	0.1196936271
1404	0.1196883623
1405	0.1196683489
1406	0.1196481055
1407	0.1196342879
1408	0.119619177
1409	0.1196114401
1410	0.1196046667
1411	0.1195960325
1412	0.1195777067
1413	0.1195697318
1414	0.1195611559
1415	0.1195559083
1416	0.1195522629
1417	0.1195343884
1418	0.119524631
1419	0.1195104402
1420	0.1195018301
1421	0.1194954063
1422	0.1194783937
1423	0.1194702397
1424	0.1194514461
1425	0.1194431702
1426	0.1194376268
1427	0.1194217111
1428	0.1194148787
1429	0.1193988725
1430	0.1193922176
1431	0.1193774544
1432	0.1193662137
1433	0.1193553387
1434	0.1193371829
1435	0.1193270287
1436	0.1193188854
1437	0.1193158121
1438	0.1193041805
1439	0.1192882381
1440	0.1192793208
1441	0.1192583069
1442	0.1192498259
1443	0.1192391567
1444	0.1192288812
1445	0.1192174358
1446	0.1192013101
1447	0.1191951331
1448	0.1191834097
1449	0.1191651056
1450	0.1191483824
1451	0.1191303654
1452	0.1191122692
